pos,time
0,0.05072462500538677
1,0.04309266700875014
2,0.13912204199004918
3,0.13815491599962115
4,0.13860208302503452
5,0.13954758300678805
6,0.14169991697417572
7,0.1444492909940891
8,0.10961820796364918
9,0.107920250040479
10,0.10758083302062005
11,0.10956008400535211
12,0.10671566700330004
13,0.10865733399987221
14,0.10643641703063622
15,0.10682799998903647
16,0.10646495805121958
17,0.11561995802912861
18,0.11666662496281788
19,0.11735008301911876
20,0.11760320799658075
21,0.11878458299906924
22,0.10185020900098607
23,0.10068716696696356
24,0.10103437496582046
25,0.10172608302673325
26,0.09955304197501391
27,0.10295374999986961
28,0.1028212090022862
29,0.10230858402792364
30,0.10585962503682822
31,0.10362541698850691
32,0.10682020802050829
33,0.1303588750306517
34,0.13126162497792393
35,0.13110958400648087
36,0.13289375003660098
37,0.13422679202631116
38,0.13617695798166096
39,0.13738441601162776
40,0.136534416989889
41,0.13751400000182912
42,0.13530891697155312
43,0.1384530839859508
44,0.1349380830070004
45,0.13635216699913144
46,0.1389856250025332
47,0.13479729200480506
48,0.13379399996483698
49,0.13601041701622307
50,0.13647900003707036
51,0.14297191594960168
52,0.13971312501234934
53,0.1414580830023624
54,0.13616108399583027
55,0.141208374989219
56,0.14008766697952524
57,0.13996220799162984
58,0.1369307090062648
59,0.13568079198012128
60,0.13722545799100772
61,0.13720562501112
62,0.1380842499784194
63,0.13698829099303111
64,0.13910420902539045
65,0.16105395799968392
66,0.18675258301664144
67,0.1786514999694191
68,0.17265458300244063
69,0.1621446249773726
70,0.16131537494948134
71,0.16323212499264628
72,0.16388370795175433
73,0.16410512500442564
74,0.16474691702751443
75,0.16607779200421646
76,0.16627841698937118
77,0.16713441599858925
78,0.1648605419904925
79,0.16624370799399912
80,0.18113979103509337
81,0.1680444169905968
82,0.16685716703068465
83,0.16962770803365856
84,0.16821829101536423
85,0.16981150000356138
86,0.1670334999798797
87,0.16634629102190956
88,0.16744183300761506
89,0.16788308403920382
90,0.16763695795089006
91,0.17123487498611212
92,0.1690337079926394
93,0.1700845830491744
94,0.16726116702193394
95,0.16999029100406915
96,0.17096320900600404
97,0.19440358300926164
98,0.19167533400468528
99,0.19607516599353403
100,0.19550729100592434
101,0.19225295801879838
102,0.19346999999834225
103,0.1913658749544993
104,0.19203533296240494
105,0.19295041699660942
106,0.19665087497560307
107,0.1932327090180479
108,0.19315954198827967
109,0.19421187503030524
110,0.19393412495264784
111,0.19209445896558464
112,0.1949728750041686
113,0.1947497499641031
114,0.19515545800095424
115,0.19261850003385916
116,0.19448750000447035
117,0.19681908300844952
118,0.19508833397412673
119,0.19373729196377099
120,0.19683924998389557
121,0.20192154101096094
122,0.1958682910189964
123,0.19717366603435948
124,0.20350941602373496
125,0.19684283301467076
126,0.19866983400424942
127,0.20238233398413286
128,0.19726470799650997
129,0.22130341600859538
130,0.2274343330063857
131,0.22618658299325034
132,0.22490004199789837
133,0.22641945898067206
134,0.22301874996628612
135,0.22212904097978026
136,0.2246889590169303
137,0.2234435000573285
138,0.2257555840187706
139,0.2300395829952322
140,0.22661258303560317
141,0.2690311669721268
142,0.22809158300515264
143,0.2249602079973556
144,0.2247460419894196
145,0.2300963340094313
146,0.23092541698133573
147,0.2303623749758117
148,0.22838912502629682
149,0.22623341699363664
150,0.22870249999687076
151,0.2233998340088874
152,0.22619233303703368
153,0.22209724999265745
154,0.22592420800356194
155,0.23400050000054762
156,0.23325724998721853
157,0.2224383749999106
158,0.22452016698662192
159,0.22568812500685453
160,0.22467358299763873
161,0.24998612503986806
162,0.25405462499475107
163,0.2526712079998106
164,0.25539879099233076
165,0.25288854201789945
166,0.2558600000338629
167,0.25411300000268966
168,0.2549317500088364
169,0.25458858301863074
170,0.252931333030574
171,0.26755770796444267
172,0.2760721250087954
173,0.26852683402830735
174,0.2702700419467874
175,0.26615808403585106
176,0.26648312498582527
177,0.27059541700873524
178,0.2680456670350395
179,0.2694016669993289
180,0.2909638750134036
181,0.27017641701968387
182,0.2703541250084527
183,0.2705924170440994
184,0.26835266599664465
185,0.2719539999961853
186,0.2710645000333898
187,0.2719572909991257
188,0.2705444999737665
189,0.27339550002943724
190,0.2724233329645358
191,0.2745539169991389
192,0.27411983301863074
193,0.2904016670072451
194,0.28859904198907316
195,0.2887345839990303
196,0.29575649998150766
197,0.29124195902841166
198,0.29074291698634624
199,0.2921224170131609
200,0.2918470000149682
201,0.2899439579923637
202,0.29027350002434105
203,0.29019991704262793
204,0.2917422919999808
205,0.28983245900599286
206,0.28832433302886784
207,0.2929226250271313
208,0.2909970830078237
209,0.2910765410051681
210,0.3042494579567574
211,0.2918072920292616
212,0.2942779589793645
213,0.2945032080169767
214,0.29552566702477634
215,0.2964305829955265
216,0.29236320802010596
217,0.29721820796839893
218,0.294667833019048
219,0.29534062498714775
220,0.2944262079545297
221,0.2933317089919001
222,0.29283883300377056
223,0.3209495829651132
224,0.2928362910170108
225,0.3197237920248881
226,0.3241172499838285
227,0.3220550419646315
228,0.3214072500122711
229,0.31965920800575987
230,0.3226987909874879
231,0.32121708302292973
232,0.32579141698079184
233,0.32267849997151643
234,0.3196565840044059
235,0.32272250001551583
236,0.3218395420117304
237,0.32206191698787734
238,0.32400587503798306
239,0.3246006660046987
240,0.32302433298900723
241,0.3238668749690987
242,0.3257465000497177
243,0.3245607090066187
244,0.32644495903514326
245,0.3228698750026524
246,0.3236951669678092
247,0.3258221670403145
248,0.32443170802434906
249,0.3285922920331359
250,0.32791220798389986
251,0.32537345902528614
252,0.32515141600742936
253,0.3254177499911748
254,0.3335741669870913
255,0.3256958330166526
256,0.3279622499831021
257,0.345831333019305
258,0.3468494589906186
259,0.34650654200231656
260,0.346989959012717
261,0.3484641250106506
262,0.34341658401535824
263,0.3505287499865517
264,0.34812279196921736
265,0.3484559169737622
266,0.34671320900088176
267,0.34724962495965883
268,0.35600054101087153
269,0.35029937501531094
270,0.34805837500607595
271,0.3516961659770459
272,0.34804408298805356
273,0.35327929200138897
274,0.34788062499137595
275,0.3512868329999037
276,0.34600841702194884
277,0.351280708971899
278,0.3485639580176212
279,0.3513754580053501
280,0.3510809169965796
281,0.35149170795921236
282,0.34894724999321625
283,0.3530278749531135
284,0.3491595840314403
285,0.3516474170028232
286,0.3496910829562694
287,0.3522625000332482
288,0.3502766670426354
289,0.3783361670211889
290,0.3799409579951316
291,0.38091566698858514
292,0.3777169579989277
293,0.38793249998707324
294,0.3867963330121711
295,0.38467358401976526
296,0.3844254169962369
297,0.38978554197819903
298,0.3915870829951018
299,0.39919383300002664
300,0.38285345799522474
301,0.410055625019595
302,0.38560158299515024
303,0.37817566603189334
304,0.3778738330001943
305,0.3800389170064591
306,0.3808401669957675
307,0.37804287497419864
308,0.3783370000310242
309,0.3769442079938017
310,0.37991137499921024
311,0.3756735830102116
312,0.37957016698783264
313,0.3757183750276454
314,0.37489162501879036
315,0.37936454196460545
316,0.38261162501294166
317,0.37745649996213615
318,0.3756644169916399
319,0.3750814580125734
320,0.3720933750155382
321,0.3777970829978585
322,0.37480516702635214
323,0.3795482920249924
324,0.37530308397253975
325,0.3782145419972949
326,0.3785987080191262
327,0.3760295420070179
328,0.37854429200524464
329,0.3756819579866715
330,0.37609020801028237
331,0.37623312504729256
332,0.3797333750408143
333,0.3750132499844767
334,0.37439379101851955
335,0.3787871249951422
336,0.3896513340296224
337,0.38633679202757776
338,0.37666845798958093
339,0.3784698329982348
340,0.3746062919963151
341,0.37466824997682124
342,0.3737997499993071
343,0.39102575002470985
344,0.3967572920373641
345,0.38377937499899417
346,0.37947141600307077
347,0.38495883299037814
348,0.3816524170106277
349,0.3819484580308199
350,0.3761946249869652
351,0.37561745796119794
352,0.37567516596755013
353,0.4037994999671355
354,0.37973883299855515
355,0.3791628750041127
356,0.3803761249873787
357,0.38022779196035117
358,0.3795705420197919
359,0.3807740840129554
360,0.3793102080235258
361,0.380289583990816
362,0.3762471249792725
363,0.37997316697146744
364,0.3792664170032367
365,0.38071312505053356
366,0.37711841700365767
367,0.37508112500654534
368,0.3927434580400586
369,0.3966083329869434
370,0.4349592090002261
371,0.4085795420105569
372,0.39619216602295637
373,0.4158315419917926
374,0.3900307079893537
375,0.3798620420275256
376,0.3775012500118464
377,0.3816943330457434
378,0.38488545798463747
379,0.3783945000031963
380,0.3840244999737479
381,0.37486650003120303
382,0.37831612495938316
383,0.3769909159746021
384,0.38611341698560864
385,0.37875287502538413
386,0.3814423329895362
387,0.38679412502096966
388,0.3989346249727532
389,0.3802289589657448
390,0.37794108397793025
391,0.38023370801238343
392,0.37420620798366144
393,0.38255954103078693
394,0.38014379097148776
395,0.3797741250018589
396,0.376875750022009
397,0.3764132090145722
398,0.375237833999563
399,0.37957374996040016
400,0.3793888340005651
401,0.3770284579950385
402,0.3784605420078151
403,0.3794304160401225
404,0.38138637505471706
405,0.3818648750311695
406,0.37939204199938104
407,0.3781791660003364
408,0.3790795410168357
409,0.37738133303355426
410,0.37735299998894334
411,0.376688375021331
412,0.37966562499059364
413,0.37690233305329457
414,0.37640204204944894
415,0.4142486249911599
416,0.38468645903049037
417,0.3781371670193039
418,0.37738912500208244
419,0.37878766702488065
420,0.37557924998691306
421,0.37830024998402223
422,0.3750175000168383
423,0.3767268329975195
424,0.3739424590021372
425,0.37397812504787
426,0.3759091249667108
427,0.3760317499982193
428,0.3787417500279844
429,0.37679541698889807
430,0.38386633299523965
431,0.38179908401798457
432,0.3790558340260759
433,0.3814467499614693
434,0.37549891602247953
435,0.3762470000074245
436,0.3780899579869583
437,0.3776411669678055
438,0.37885379197541624
439,0.37609279196476564
440,0.3848102089832537
441,0.3894973749993369
442,0.38676504202885553
443,0.451802791969385
444,0.4019094580435194
445,0.3887686250382103
446,0.40254562499467283
447,0.38167174998670816
448,0.3912492919480428
449,0.39759379194583744
450,0.3942396250204183
451,0.3887169170193374
452,0.40213829098502174
453,0.38265041704289615
454,0.3935668329941109
455,0.3747356249950826
456,0.385937292012386
457,0.37412666698219255
458,0.3731052500079386
459,0.3718471670290455
460,0.3739460000069812
461,0.3728415420046076
462,0.37301895895507187
463,0.3717536660260521
464,0.37116887501906604
465,0.37482279096730053
466,0.37403808400267735
467,0.37246695801150054
468,0.37436370801879093
469,0.3744451249949634
470,0.3786998330033384
471,0.44331079203402624
472,0.39208391698775813
473,0.39250166597776115
474,0.3777139169978909
475,0.38237779203336686
476,0.3784069580142386
477,0.3767489579622634
478,0.38019637495744973
479,0.3817387910094112
480,0.3806550829904154
481,0.3783539999858476
482,0.3818249169853516
483,0.37998683302430436
484,0.3981058329809457
485,0.3825096659711562
486,0.3803997919894755
487,0.37813725002342835
488,0.3792456249939278
489,0.3782430419814773
490,0.37814366701059043
491,0.3786329590366222
492,0.3798365840339102
493,0.3786586669739336
494,0.3788731250097044
495,0.37620141700608656
496,0.3774125420022756
497,0.37692349997814745
498,0.37839491601334885
499,0.37450299999909475
500,0.37737412500428036
501,0.3749025000142865
502,0.3780962909804657
503,0.37640791694866493
504,0.37511004199041054
505,0.3738189580035396
506,0.37462541699642316
507,0.37563095800578594
508,0.37591520900605246
509,0.3770719169988297
510,0.3757400839822367
511,0.37629304197616875
512,0.37508195801638067
513,0.3773472919710912
514,0.378258167009335
515,0.37604895897675306
516,0.37499216600554064
517,0.37730383296729997
518,0.3764462909894064
519,0.3790428750216961
