pos,time
0,0.021235708001768216
1,0.03063591700629331
2,0.03401041598408483
3,0.0297904170001857
4,0.03170354099711403
5,0.03187458400498144
6,0.030865500011714175
7,0.032324375002644956
8,0.03041300000040792
9,0.031840458017541096
10,0.032816208025906235
11,0.03388687499682419
12,0.0337942500191275
13,0.03315783300786279
14,0.03243770802509971
15,0.03381666599307209
16,0.034956040995894
17,0.03534791598212905
18,0.03635058298823424
19,0.0348318750038743
20,0.031832292006583884
21,0.03280691700638272
22,0.03427575001842342
23,0.03241912499652244
24,0.03437162499176338
25,0.034359209006652236
26,0.03190075000748038
27,0.0321872920030728
28,0.03414945799158886
29,0.032248125004116446
30,0.033241875004023314
31,0.03447583399247378
32,0.034280332998605445
33,0.03432920799241401
34,0.03378974998486228
35,0.033096541999839246
36,0.03286270800163038
37,0.03379487499478273
38,0.0368224999983795
39,0.03401133301667869
40,0.034055625001201406
41,0.034114207985112444
42,0.032464582996908575
43,0.033442041982198134
44,0.03258649999042973
45,0.031820167001569644
46,0.03499020799063146
47,0.03243812499567866
48,0.03315958401071839
49,0.03241020897985436
50,0.032469333993503824
51,0.033701084001222625
52,0.030058500007726252
53,0.03634479100583121
54,0.03244920799625106
55,0.033825332997366786
56,0.03455708301044069
57,0.032577167003182694
58,0.033471915987320244
59,0.032513749989448115
60,0.03358658301294781
61,0.035075665975455195
62,0.03301295798155479
63,0.03327479201834649
64,0.03478458299650811
65,0.03353112502372824
66,0.03280924999853596
67,0.03225499999825843
68,0.032427208992885426
69,0.03162108300602995
70,0.03216633398551494
71,0.0337896250130143
72,0.0339125840109773
73,0.034297209000214934
74,0.03347833300358616
75,0.032797374995425344
76,0.036241750000044703
77,0.03441016600118019
78,0.03665041699423455
79,0.033585333003429696
80,0.03257991702412255
81,0.03301645800820552
82,0.032246791990473866
83,0.03325437501189299
84,0.03392641700338572
85,0.033762625011149794
86,0.03327079099835828
87,0.03424700000323355
88,0.03317895799409598
89,0.03288058401085436
90,0.03247262499644421
91,0.03491312498226762
92,0.03369358298368752
93,0.03377354200347327
94,0.035759791993768886
95,0.03455329098505899
96,0.03628087500692345
97,0.03547116700792685
98,0.036600958002964035
99,0.03615466601331718
100,0.034377792006125674
101,0.03775679200771265
102,0.03712137500406243
103,0.03395108299446292
104,0.037655499996617436
105,0.03244304200052284
106,0.040876333019696176
107,0.037137540988624096
108,0.03818999999202788
109,0.03468566597439349
110,0.034262375003891066
111,0.034692333021666855
112,0.036606957990443334
113,0.03618049999931827
114,0.03449166700011119
115,0.03336929198121652
116,0.03778595899348147
117,0.033357499982230365
118,0.03577829201822169
119,0.038873290992341936
120,0.03429350000806153
121,0.038667374989017844
122,0.03463079099310562
123,0.034374749986454844
124,0.03466358300647698
125,0.035918292007409036
126,0.03636133301188238
127,0.03509787502116524
128,0.03455729197594337
129,0.03304241699515842
130,0.03353408302064054
131,0.03393670899095014
132,0.03615699999500066
133,0.03297966599348001
134,0.034147667000070214
135,0.03447616600897163
136,0.034332500013988465
137,0.03754383302293718
138,0.034077290998538956
139,0.03303845800110139
140,0.03395941699272953
141,0.03393054098705761
142,0.033176249999087304
143,0.03419858397683129
144,0.03200158302206546
145,0.03251641700626351
146,0.03390366700477898
147,0.03404020800371654
148,0.03676358298980631
149,0.03500845801318064
150,0.03802029101643711
151,0.03958304101251997
152,0.03454770799726248
153,0.03763016598531976
154,0.03603304200805724
155,0.038797082990640774
156,0.03426266700262204
157,0.03645266601233743
158,0.03835716602043249
159,0.03441187500720844
160,0.038521334005054086
161,0.03814124999917112
162,0.038212499988731
163,0.03394799999659881
164,0.03666833401075564
165,0.035912540974095464
166,0.03764916700311005
167,0.03615900001022965
168,0.037487333989702165
169,0.03772333299275488
170,0.03767916699871421
171,0.03768508299253881
172,0.032978666975395754
173,0.03612612499273382
174,0.03798616598942317
175,0.034893666015705094
176,0.0361101669841446
177,0.042865167022682726
178,0.030620542005635798
179,0.03791733301477507
180,0.03664929198566824
181,0.038539291999768466
182,0.03945095799281262
183,0.03811945900088176
184,0.036782082985155284
185,0.04021487501449883
186,0.035535542003344744
187,0.0362065410008654
188,0.03702937500202097
189,0.036320250015705824
190,0.035211583017371595
191,0.0376364589901641
192,0.03645908401813358
193,0.03478024998912588
194,0.034943792008562014
195,0.036401874996954575
196,0.037361916998634115
197,0.03463866698439233
198,0.036127458995906636
199,0.03891450000810437
200,0.03968975000316277
201,0.03701629099668935
202,0.03741412499221042
203,0.036155959009192884
204,0.03865100000984967
205,0.03666049998719245
206,0.03705283300951123
207,0.03676075002294965
208,0.03988895798102021
209,0.034247040981426835
210,0.03508766699815169
211,0.040767917002085596
212,0.03654591599479318
213,0.036540041997795925
214,0.04030295799020678
215,0.03504516699467786
216,0.03444341599242762
217,0.03867812501266599
218,0.037869749998208135
219,0.03684200000134297
220,0.03515579100348987
221,0.03816758299944922
222,0.03598108299775049
223,0.03418337501352653
224,0.04091216699453071
225,0.03954266698565334
226,0.03948783301166259
227,0.03759900000295602
228,0.037731791991973296
229,0.040698249998968095
230,0.03551895800046623
231,0.03666145901661366
232,0.046333624981343746
233,0.0651659169816412
234,0.036880375002510846
235,0.03614737500902265
236,0.03697633297997527
237,0.03808754199417308
238,0.036471208004513755
239,0.03620233299443498
240,0.08445945900166407
241,0.04504533301224001
242,0.03896216698922217
243,0.03515220800181851
244,0.03882866699132137
245,0.05291262498940341
246,0.06711316702421755
247,0.03616287498152815
248,0.04100991698214784
249,0.03519095800584182
250,0.041321458003949374
251,0.03698624999378808
252,0.03669449998415075
253,0.03802324997377582
254,0.039106208976591006
255,0.038767166988691315
256,0.05759062498691492
257,0.1612487499951385
258,0.2168426249991171
259,0.2053741660201922
260,0.04174533300101757
261,0.03695754200452939
262,0.03797004200168885
263,0.0438274170155637
264,0.037302832992281765
265,0.03496687501319684
266,0.03562183401663788
267,0.03822945800493471
268,0.03812375001143664
269,0.035407291987212375
270,0.03575358301168308
271,0.0371455000131391
272,0.04132804201799445
273,0.036045042012119666
274,0.036393083981238306
275,0.03815999999642372
276,0.03587991700624116
277,0.03831683300086297
278,0.03857350000180304
279,0.03844304199446924
280,0.03693566602305509
281,0.03613570798188448
282,0.03755629199440591
283,0.04754349999711849
284,0.040387332992395386
285,0.0414684169809334
286,0.05059504200471565
287,0.0315929590142332
288,0.036490458995103836
289,0.03814924997277558
290,0.03532979200826958
291,0.03465499999583699
292,0.035555540991481394
293,0.03754508402198553
294,0.042431124980794266
295,0.0385181249876041
296,0.03696833399590105
297,0.038370708003640175
298,0.043944292003288865
299,0.03464850000455044
300,0.03957808300037868
301,0.04214624999440275
302,0.03831091697793454
303,0.036126374994637445
304,0.0362890420074109
305,0.03924679200281389
306,0.036878125014482066
307,0.037751208001282066
308,0.03711037500761449
309,0.04093783401185647
310,0.03787470899987966
311,0.038519708992680535
312,0.037936459004413337
313,0.04129641599138267
314,0.05013791599776596
315,0.04026787501061335
316,0.03963608399499208
317,0.042274917010217905
318,0.03696512500755489
319,0.03745645799790509
320,0.04072920899488963
321,0.03630995799903758
322,0.036854416015557945
323,0.04994741699192673
324,0.7755053330038209
325,1.8370327500160784
326,1.4216259579989128
327,1.2750338749901857
328,1.1018607079749927
329,1.9818060840188991
330,1.5300504160113633
331,0.8439745829964522
332,1.4055795420135837
333,0.13483749999431893
334,0.09317075001308694
335,0.08429645898286253
336,0.0735476250119973
337,0.07504616698133759
338,0.09442470798967406
339,0.11226995798642747
340,0.06389874999877065
341,0.03400041698478162
342,0.034741791983833537
