position,token_id,step_time_sec,speed_it_s
0,32013,0.04828566699870862,20.710079453323996
1,2962,0.031165749998763204,32.08650521934125
2,435,0.03719912498490885,26.882352754417898
3,303,0.03757070901338011,26.616479333511343
4,8891,0.0424629159970209,23.549960630828032
5,9401,0.0432682910177391,23.111613065328157
6,276,0.05173812501016073,19.328106687353134
7,245,0.05343891598749906,18.712954436312472
8,6237,0.061640333995455876,16.22314376287643
9,486,0.06528045900631696,15.318519741156132
10,82,0.04759491697768681,21.010647008141955
11,1486,0.04987649997929111,20.04952232845535
12,30,0.047230750002199784,21.172647056280596
13,185,0.04214824998052791,23.72577747503136
14,1080,0.03768595898873173,26.53508168119072
15,264,0.0438605829840526,22.799514551906277
16,2449,0.04495783298625611,22.243064969472755
17,686,0.052047666016733274,19.213157409949968
18,10372,0.05518254201160744,18.121673332657522
19,285,0.05555104199447669,18.001462512610072
20,686,0.050733374984702095,19.71089051933831
21,4201,0.05134470801567659,19.476203851323483
22,387,0.0513261670130305,19.483239411704435
23,25,0.050167083012638614,19.933389384989148
24,185,0.05156774999340996,19.39196494180556
25,49,0.056610042025567964,17.664710433324696
26,1002,0.054788041015854105,18.25215834438447
27,21759,0.05819825001526624,17.182647240040474
28,533,0.05970237500150688,16.749752417299312
29,22772,0.0576084170024842,17.358574528386672
30,254,0.057084750005742535,17.51781342476587
31,9337,0.05467845799284987,18.288738137618417
32,2229,0.055088416003854945,18.152636661944
33,6583,0.06650250000529923,15.037028681933993
34,82,0.06580720798228867,15.195903771956708
35,280,0.0690823330078274,14.47548101606086
36,3626,0.06297583298874088,15.879107151767009
37,11,0.06591416700393893,15.17124535519415
38,185,0.0664495000091847,15.04902218770313
39,2270,0.06837070902111009,14.626146405637549
40,6237,0.06897566700354218,14.497866326521292
41,486,0.06685333300265484,14.95811734562716
42,82,0.06962095899507403,14.363490742360415
43,24986,0.06672958401031792,14.985856945329932
44,15869,0.06628479200298898,15.086416805153542
45,519,0.06343791697872803,15.763443183913488
46,1646,0.06878420797875151,14.538220754230611
47,2567,0.06184158299583942,16.170349327365667
48,245,0.06774620799114928,14.760973782187857
49,4278,0.0728627500066068,13.724433951632697
50,26,0.06396666701766662,15.633142175811898
51,185,0.0642527500167489,15.56353618700099
52,50,0.07336062501417473,13.631290625001903
53,3175,0.0639750840200577,15.631085372025092
54,590,0.06818258299608715,14.666502148464922
55,1646,0.06546491599874571,15.275357567390138
56,3536,0.06445004200213589,15.515893689671447
57,254,0.06754216601257212,14.805566049123485
58,6009,0.06854995799949393,14.587900987588972
59,280,0.06599958401056938,15.151610650149808
60,11729,0.06891400000313297,14.510839596519402
61,467,0.0670841250102967,14.90665637878575
62,1444,0.0652685830136761,15.321307033591708
63,11,0.06640975002665073,15.058029876617402
64,185,0.0681842080084607,14.66615260642045
65,2270,0.0886767920164857,11.276907714637357
66,2741,0.09345949999988079,10.699821847979878
67,317,0.08855816698633134,11.292013306399472
68,583,0.08924699999624863,11.20485842708476
69,5290,0.09438566700555384,10.59482897907749
70,4287,0.08694462501443923,11.501573557122436
71,277,0.0927284579956904,10.784175878849139
72,4158,0.09139670900185592,10.941312996069627
73,76,0.09177908298443072,10.89572882493976
74,6,0.08996020897757262,11.116025755890622
75,67,0.0903386669815518,11.069457115237395
76,26,0.09254429198335856,10.80563672343856
77,185,0.09951187498518266,10.049051936252837
78,2270,0.09800220897886902,10.203851631707785
79,1129,0.09531449998030439,10.491583129603976
80,4759,0.09430370799964294,10.604036905990869
81,473,0.10071754199452698,9.928756998997654
82,4759,0.10042991698719561,9.95719233868824
83,4756,0.09720158399431966,10.287898189585457
84,590,0.10355550001258962,9.656657539951295
85,4240,0.0972959170176182,10.277923582537605
86,1444,0.10275708301924169,9.731689248251099
87,11,0.09864275000290945,10.13759247355234
88,185,0.09959629099466838,10.040534542130011
89,2704,0.11445891699986532,8.736759233893299
90,5504,0.10418908399879001,9.59793446318823
91,409,0.0963844160141889,10.375121221389032
92,4902,0.10517329201684333,9.508117325450378
93,486,0.09485812499769963,10.542059523359233
94,82,0.10487424998427741,9.53522909722757
95,7999,0.09567425001296215,10.452133148308118
96,2617,0.10333816698403098,9.676966692805106
97,403,0.10467999998945743,9.552923195459615
98,648,0.10637620801571757,9.400598297809651
99,15679,0.11140312501811422,8.976408873964706
100,6,0.10476029201527126,9.545601494259166
101,67,0.10225383299984969,9.779584497350529
102,26,0.09811720898142084,10.19189202772122
103,185,0.10017070799949579,9.982958291609894
104,2385,0.10094720800407231,9.906167983959092
105,8066,0.10139662498841062,9.862261195718274
106,23644,0.10433008399559185,9.584963049030536
107,6237,0.09821766699315049,10.181467658662042
108,2777,0.10134987501078285,9.866810392154974
109,441,0.1005069579987321,9.949559910196616
110,28895,0.10776462499052286,9.279482948026246
111,11,0.09676812498946674,10.33398136120598
112,185,0.10003204198437743,9.996796827922154
113,27449,0.1047127080091741,9.549939248179772
114,8437,0.10119920800207183,9.881500258179168
115,14848,0.10240566701395437,9.765084581341913
116,280,0.0995080420107115,10.049439018128357
117,344,0.10163745802128688,9.83889226933008
